Week,Date,Time,Solar production (kW),Storage production (kW),Load Consumption (kW),Import from grid (kW)
1,9/30/2025,7:10,102,0,41,0
1,9/30/2025,7:15,116,0,44,0
1,9/30/2025,7:20,115,0,41,0
1,9/30/2025,7:25,107,0,42,0
1,9/30/2025,7:30,137,0,41,0
1,9/30/2025,7:35,144,0,41,0
1,9/30/2025,7:40,166,0,44,0
1,9/30/2025,7:45,140,0,101,0
1,9/30/2025,7:50,215,0,99,0
1,9/30/2025,7:55,248,0,236,0
1,9/30/2025,8:00,292,79,386,0
1,9/30/2025,8:05,322,126,459,0
1,9/30/2025,8:10,353,184,544,0
1,9/30/2025,8:15,397,205,617,0
1,9/30/2025,8:20,472,131,619,0
1,9/30/2025,8:25,544,100,656,0
1,9/30/2025,8:30,496,283,784,0
1,9/30/2025,8:35,602,246,851,0
1,9/30/2025,8:40,468,10,495,0
1,9/30/2025,8:45,623,99,720,0
1,9/30/2025,8:50,727,15,849,0
1,9/30/2025,8:55,715,47,682,0
1,9/30/2025,9:00,694,0,688,0
1,9/30/2025,9:05,740,105,843,0
1,9/30/2025,9:10,816,136,949,0
1,9/30/2025,9:15,791,0,782,0
1,9/30/2025,9:20,910,0,882,0
1,9/30/2025,9:25,885,0,877,0
1,9/30/2025,9:30,957,0,952,0
1,9/30/2025,9:35,928,0,907,0
1,9/30/2025,9:40,907,10,916,0
1,9/30/2025,9:45,875,15,889,0
1,9/30/2025,9:50,1072,0,1041,0
1,9/30/2025,9:55,477,44.5,452,0
1,9/30/2025,10:00,944,5,882,0
1,9/30/2025,10:05,1045,0,1017,0
1,9/30/2025,10:10,1316,0,886,0
1,9/30/2025,10:15,935,15,893,0
1,9/30/2025,10:20,1186,847,2403,0
1,9/30/2025,10:25,1337,31,1334,0
1,9/30/2025,10:30,1374,0,1001,0
1,9/30/2025,10:35,1242,0,920,0
1,9/30/2025,10:40,1184,0,930,0
1,9/30/2025,10:45,1315,0,936,0
1,9/30/2025,10:50,1479,0,933,0
1,9/30/2025,10:55,1498,0,1128,0
1,9/30/2025,11:00,1456,0,871,0
1,9/30/2025,11:05,1185,0,861,0
1,9/30/2025,11:10,1236,0,864,0
1,9/30/2025,11:15,1366,0,870,0
1,9/30/2025,11:20,1549,0,881,0
1,9/30/2025,11:25,1644,0,891,0
1,9/30/2025,11:30,894,0,892,0
1,9/30/2025,11:35,1211,0,933,0
1,9/30/2025,11:40,977,106,1056,0
1,9/30/2025,11:45,877,47,915,0
1,9/30/2025,11:50,835,79,903,0
1,9/30/2025,11:55,824,100,909,0
1,9/30/2025,12:00,912,26,916,0
1,9/30/2025,12:05,797,164,946,0
1,9/30/2025,12:10,902,31,926,0
1,9/30/2025,12:15,843,79,918,0
1,9/30/2025,12:20,756,169,907,0
1,9/30/2025,12:25,708,211,912,0
1,9/30/2025,12:30,479,442,910,0
1,9/30/2025,12:35,356,656,982,0
1,9/30/2025,12:40,230,946,1126,0
1,9/30/2025,12:45,199,1716,1818,0
1,9/30/2025,12:50,303,836,1105,0
1,9/30/2025,12:55,319,826,1107,0
1,9/30/2025,13:00,340,779,1083,0
1,9/30/2025,13:05,237,774,981,0
1,9/30/2025,13:10,70,951,967,0
1,9/30/2025,13:15,96,857,896,0
1,9/30/2025,13:20,212,836,1009,0
1,9/30/2025,13:25,330,701,1009,0
1,9/30/2025,13:30,333,686,992,0
1,9/30/2025,13:35,247,753,971,0
1,9/30/2025,13:40,221,753,941,0
1,9/30/2025,13:45,266,712,939,0
1,9/30/2025,13:50,321,670,970,0
1,9/30/2025,13:55,536,456,976,0
1,9/30/2025,14:00,815,152,958,0
1,9/30/2025,14:05,891,58,956,0
1,9/30/2025,14:10,934,31,979,0
1,9/30/2025,14:15,1032,0,986,0
1,9/30/2025,14:20,1058,21,1077,0
1,9/30/2025,14:25,1059,0,1025,0
1,9/30/2025,14:30,1033,36,1054,0
1,9/30/2025,14:35,983,142,1113,0
1,9/30/2025,14:40,484.5,60.5,537.5,0
1,9/30/2025,14:45,992,68,1043,0
1,9/30/2025,14:50,1030,126,1151,0
1,9/30/2025,14:55,1087,121,1195,0
1,9/30/2025,15:00,1153,57,1191,0
1,9/30/2025,15:05,1239,0,1228,0
1,9/30/2025,15:10,1117,73,1208,0
1,9/30/2025,15:15,1306,0,1255,0
1,9/30/2025,15:20,1247,0,1231,0
1,9/30/2025,15:25,1237,15,1232,0
1,9/30/2025,15:30,1106,110,1227,0
1,9/30/2025,15:35,1212,158,1339,0
1,9/30/2025,15:40,1159,189,1325,0
1,9/30/2025,15:45,1095,263,1320,0
1,9/30/2025,15:50,832,26,890,0
1,9/30/2025,15:55,847,0,874,0
1,9/30/2025,16:00,897,0,873,0
1,9/30/2025,16:05,914,373,1272,0
1,9/30/2025,16:10,756,425,1162,0
1,9/30/2025,16:15,705,403,1087,0
1,9/30/2025,16:20,660,419,1061,0
1,9/30/2025,16:25,591,502,1085,0
1,9/30/2025,16:30,575,647,1195,0
1,9/30/2025,16:35,527,714,1215,0
1,9/30/2025,16:40,515,740,1226,0
1,9/30/2025,16:45,515,625,1117,0
1,9/30/2025,16:50,504,573,1058,0
1,9/30/2025,16:55,571,454,1060,0
1,9/30/2025,17:00,704,438,1133,0
1,9/30/2025,17:05,598,557,1129,0
1,9/30/2025,17:10,480,562,1026,0
1,9/30/2025,17:15,434,773,1180,0
1,9/30/2025,17:20,457,690,1119,0
1,9/30/2025,17:25,449,726,1133,0
1,9/30/2025,17:30,394,761,1152,0
1,9/30/2025,17:35,373,797,1128,0
1,9/30/2025,17:40,383,734,1096,0
1,9/30/2025,17:45,676,430,1096,0
1,9/30/2025,17:50,347,759,1093,0
1,9/30/2025,17:55,282,825,1089,0
1,9/30/2025,18:00,229,845,1040,0
1,9/30/2025,18:05,128,930,1020,0
1,9/30/2025,18:10,128,868,961,0
1,9/30/2025,18:15,201,780,961,0
1,9/30/2025,18:20,21,1657,861,0
1,9/30/2025,18:25,6,711,689,0
1,9/30/2025,18:30,0,690,650,0
1,9/30/2025,18:35,0,719,674,0
1,9/30/2025,18:40,0,683,635,0
1,9/30/2025,18:45,0,657,618,0
1,9/30/2025,18:50,0,343.5,324,0
1,9/30/2025,18:55,0,672,629,0
1,9/30/2025,19:00,0,661,623,0
1,9/30/2025,19:05,0,514,472,0
1,9/30/2025,19:10,0,387,363,0
1,9/30/2025,19:15,0,291,263,0
1,9/30/2025,19:20,0,229,209,0
1,9/30/2025,19:25,0,224,209,0
1,9/30/2025,19:30,0,219,198,0
1,9/30/2025,19:35,0,102,93,0
1,9/30/2025,19:40,0,102,92,0
1,9/30/2025,19:45,0,102,91,0
1,9/30/2025,19:50,0,143,132,0
1,9/30/2025,19:55,0,137,127,0
1,9/30/2025,20:00,0,81,74,0
1,9/30/2025,20:05,0,81,70,0
1,9/30/2025,20:10,0,81,69,0
1,9/30/2025,20:15,0,81,71,0
1,9/30/2025,20:20,0,81,70,0
1,9/30/2025,20:25,0,198,191,0
1,9/30/2025,20:30,0,203,196,0
1,9/30/2025,20:35,0,81,76,0
1,9/30/2025,20:40,0,86,77,0
1,9/30/2025,20:45,0,50,43,0
1,9/30/2025,20:50,0,50,43,0
1,9/30/2025,20:55,0,50,45,0
1,9/30/2025,21:00,0,50,43,0
1,9/30/2025,21:05,0,50,43,0
1,9/30/2025,21:10,0,50,43,0
1,9/30/2025,21:15,0,50,43,0
1,9/30/2025,21:20,0,50,44,0
1,9/30/2025,21:25,0,55,44,0
1,9/30/2025,21:30,0,50,42,0
1,9/30/2025,21:35,0,55,43,0
1,9/30/2025,21:40,0,54,43,0
1,9/30/2025,21:45,0,49,44,0
1,9/30/2025,21:50,0,49,42,0
1,9/30/2025,21:55,0,49,43,0
1,9/30/2025,22:00,0,54,44,0
1,9/30/2025,22:05,0,49,43,0
1,9/30/2025,22:10,0,49,43,0
1,9/30/2025,22:15,0,49,43,0
1,9/30/2025,22:20,0,49,44,0
1,9/30/2025,22:25,0,49,44,0
1,9/30/2025,22:30,0,49,44,0
1,9/30/2025,22:35,0,53,43,0
1,9/30/2025,22:40,0,53,43,0
1,9/30/2025,22:45,0,48,44,0
1,9/30/2025,22:50,0,53,43,0
1,9/30/2025,22:55,0,48,44,0
1,9/30/2025,23:00,0,48,43,0
1,9/30/2025,23:05,0,48,44,0
1,9/30/2025,23:10,0,53,42,0
1,9/30/2025,23:15,0,48,44,0
1,9/30/2025,23:20,0,48,42,0
1,9/30/2025,23:25,0,52,42,0
1,9/30/2025,23:30,0,52,44,0
1,9/30/2025,23:35,0,52,44,0
1,9/30/2025,23:40,0,52,44,0
1,9/30/2025,23:45,0,52,45,0
1,9/30/2025,23:50,0,51,45,0
1,10/1/2025,0:00,0,51,43,0
1,10/1/2025,0:05,0,51,43,0
1,10/1/2025,0:10,0,51,44,0
1,10/1/2025,0:15,0,51,44,0
1,10/1/2025,0:20,0,50,44,0
1,10/1/2025,0:25,0,50,43,0
1,10/1/2025,0:30,0,50,44,0
1,10/1/2025,0:35,0,50,45,0
1,10/1/2025,0:40,0,49,44,0
1,10/1/2025,0:45,0,49,45,0
1,10/1/2025,0:50,0,49,44,0
1,10/1/2025,0:55,0,48,44,0
1,10/1/2025,6:25,0,0,0,0
1,10/1/2025,6:30,0,0,0,0
1,10/1/2025,6:35,0,0,0,0
1,10/1/2025,6:40,0,0,0,0
1,10/1/2025,6:45,0,0,0,0
1,10/1/2025,6:50,52,0,0,0
1,10/1/2025,6:55,79,0,0,0
1,10/1/2025,7:00,114,0,0,0
1,10/1/2025,7:05,113,0,0,0
1,10/1/2025,7:10,122,0,0,0
1,10/1/2025,7:15,138,0,0,0
1,10/1/2025,7:20,171,0,0,0
1,10/1/2025,7:30,192,0,0,0
1,10/1/2025,7:35,214,0,0,0
1,10/1/2025,7:40,288,0,0,0
1,10/1/2025,7:45,313,0,0,0
1,10/1/2025,7:50,351,0,0,0
1,10/1/2025,7:55,405,0,0,0
1,10/1/2025,8:00,400,0,0,0
1,10/1/2025,8:05,448,0,218,0
1,10/1/2025,8:10,463,59,471,0
1,10/1/2025,8:15,553,0,330,0
1,10/1/2025,8:20,565,0,463,0
1,10/1/2025,8:25,565,0,461,0
1,10/1/2025,8:30,583,40,552,0
1,10/1/2025,8:35,655,30,618,0
1,10/1/2025,8:40,570,20,518,0
1,10/1/2025,8:45,776,0,533,0
1,10/1/2025,8:50,824,0,512,0
1,10/1/2025,8:55,854,0,498,0
1,10/1/2025,9:00,868,0,541,0
1,10/1/2025,9:05,854,0,566,0
1,10/1/2025,9:10,808,0,556,0
1,10/1/2025,9:15,781,0,543,0
1,10/1/2025,9:20,762,0,563,0
1,10/1/2025,9:25,849,0,644,0
1,10/1/2025,9:30,907,0,592,0
1,10/1/2025,9:35,996,0,589,0
1,10/1/2025,9:40,1049,0,572,0
1,10/1/2025,9:45,1107,0,587,0
1,10/1/2025,9:50,1137,0,731,0
1,10/1/2025,9:55,1174,0,722,0
1,10/1/2025,10:00,1206,0,730,0
1,10/1/2025,10:05,1231,0,722,0
1,10/1/2025,10:10,1252,0,722,0
1,10/1/2025,10:15,1167,0,717,0
1,10/1/2025,10:20,1099,0,784,0
1,10/1/2025,10:25,1061,0,742,0
1,10/1/2025,10:30,1477,0,758,0
1,10/1/2025,10:35,1104,0,838,0
1,10/1/2025,10:40,810,77,793,0
1,10/1/2025,10:45,902,25,858,0
1,10/1/2025,10:50,952,46,921,0
1,10/1/2025,10:55,997,20,966,0
1,10/1/2025,11:00,1219,0,889,0
1,10/1/2025,11:05,1301,0,895,0
1,10/1/2025,11:10,1491,0,970,0
1,10/1/2025,11:15,1058,0,707,0
1,10/1/2025,11:20,731,315,954,0
1,10/1/2025,11:25,708,360,992,0
1,10/1/2025,11:30,483,569,966,0
1,10/1/2025,11:35,458,736,1099,0
1,10/1/2025,11:40,467,750,983,0
1,10/1/2025,11:45,545,465,930,0
1,10/1/2025,11:50,892,302,1086,0
1,10/1/2025,11:55,531,490,943,0
1,10/1/2025,12:00,667,337,908,0
1,10/1/2025,12:05,531,15,498,0
1,10/1/2025,12:10,494,0,336,0
1,10/1/2025,12:15,558,0,279,0
1,10/1/2025,12:20,514,0,185,0
1,10/1/2025,12:25,645,0,187,0
1,10/1/2025,12:30,476,0,218,0
1,10/1/2025,12:35,311,0,207,0
1,10/1/2025,12:40,429,0,205,0
1,10/1/2025,12:45,408,0,117,0
1,10/1/2025,12:50,482,0,131,0
1,10/1/2025,12:55,655,0,116,0
1,10/1/2025,13:00,841,0,140,0
1,10/1/2025,13:05,1213,0,192,0
1,10/1/2025,13:10,1216,0,208,0
1,10/1/2025,13:15,1045,0,207,0
1,10/1/2025,13:20,1166,0,213,0
1,10/1/2025,13:25,1012,0,203,0
1,10/1/2025,13:30,1419,0,212,0
1,10/1/2025,13:35,1432,0,207,0
1,10/1/2025,13:40,1411,0,202,0
1,10/1/2025,13:45,586,0,144,0
1,10/1/2025,13:50,735,0,157,0
1,10/1/2025,13:55,1060,0,115,0
1,10/1/2025,14:00,585,0,115,0
1,10/1/2025,14:05,874,0,113,0
1,10/1/2025,14:10,1052,0,54,0
1,10/1/2025,14:15,639,0,53,0
1,10/1/2025,14:20,523,0,53,0
1,10/1/2025,14:25,917,0,52,0
1,10/1/2025,14:30,2006,0,53,0
1,10/1/2025,14:35,1996,0,54,0
1,10/1/2025,14:40,1695,0,51,0
1,10/1/2025,14:45,1444,0,51,0
1,10/1/2025,14:50,1609,0,51,0
1,10/1/2025,14:55,1859,0,51,0
1,10/1/2025,15:00,360,0,48,0
1,10/1/2025,15:05,137,719,780,0
1,10/1/2025,15:10,16,895,814,0
1,10/1/2025,15:15,18,878,795,0
1,10/1/2025,15:20,18,856,786,0
1,10/1/2025,15:25,56,808,781,0
1,10/1/2025,15:30,107,734,741,0
1,10/1/2025,15:35,155,795,847,0
1,10/1/2025,15:40,17,586,675,0
1,10/1/2025,15:45,152,607,679,0
1,10/1/2025,15:50,92,642,651,0
1,10/1/2025,15:55,132,600,652,0
1,10/1/2025,16:00,141,605,664,0
1,10/1/2025,16:05,487,339,772,0
1,10/1/2025,16:10,408,438,766,0
1,10/1/2025,16:15,195,775,878,0
1,10/1/2025,16:20,252,629,807,0
1,10/1/2025,16:25,515,260,719,0
1,10/1/2025,16:30,695,88,722,0
1,10/1/2025,16:35,840,0,776,0
1,10/1/2025,16:40,507,312,755,0
1,10/1/2025,16:45,643,192,777,0
1,10/1/2025,16:50,518,312,757,0
1,10/1/2025,16:55,895,0,752,0
1,10/1/2025,17:00,425,421,773,0
1,10/1/2025,17:05,189,322,450,0
1,10/1/2025,17:10,181,327,452,0
1,10/1/2025,17:15,111,404,448,0
1,10/1/2025,17:20,163,352,450,0
1,10/1/2025,17:25,146,352,431,0
1,10/1/2025,17:30,68,434,433,0
1,10/1/2025,17:35,50,346,346,0
1,10/1/2025,17:40,43,361,355,0
1,10/1/2025,17:45,53,407,401,0
1,10/1/2025,17:50,33,407,380,0
1,10/1/2025,17:55,33,622,599,0
1,10/1/2025,18:00,32,605,571,0
1,10/1/2025,18:05,13,645,582,0
1,10/1/2025,18:10,10,644,582,0
1,10/1/2025,18:15,16,643,584,0
1,10/1/2025,18:20,8,679,610,0
1,10/1/2025,18:25,5,678,607,0
1,10/1/2025,18:30,0,678,601,0
1,10/1/2025,18:35,0,668,592,0
1,10/1/2025,18:40,0,682,598,0
1,10/1/2025,18:45,0,697,615,0
1,10/1/2025,18:50,0,616,536,0
1,10/1/2025,18:55,0,555,483,0
1,10/1/2025,19:00,0,554,481,0
1,10/1/2025,19:05,0,447,386,0
1,10/1/2025,19:10,0,360,304,0
1,10/1/2025,19:15,0,354,298,0
1,10/1/2025,19:20,0,177,129,0
1,10/1/2025,19:30,0,176,131,0
1,10/1/2025,19:35,0,205,161,0
1,10/1/2025,19:40,0,155,110,0
1,10/1/2025,19:45,0,150,107,0
1,10/1/2025,19:50,0,104,66,0
1,10/1/2025,19:55,0,104,68,0
1,10/1/2025,20:00,0,104,68,0
1,10/1/2025,20:05,0,104,68,0
1,10/1/2025,20:10,0,103,69,0
1,10/1/2025,20:15,0,108,68,0
1,10/1/2025,20:20,0,108,69,0
1,10/1/2025,20:25,0,103,69,0
1,10/1/2025,20:30,0,107,67,0
1,10/1/2025,20:35,0,107,68,0
1,10/1/2025,20:40,0,78,43,0
1,10/1/2025,20:45,0,77,44,0
1,10/1/2025,20:50,0,77,44,0
1,10/1/2025,20:55,0,77,44,0
1,10/1/2025,21:00,0,77,45,0
1,10/1/2025,21:05,0,77,45,0
1,10/1/2025,21:10,0,76,45,0
1,10/1/2025,21:15,0,76,44,0
1,10/1/2025,21:20,0,81,45,0
1,10/1/2025,21:25,0,81,45,0
1,10/1/2025,21:30,0,80,45,0
1,10/1/2025,21:35,0,80,44,0
1,10/1/2025,21:40,0,80,44,0
1,10/1/2025,21:45,0,80,45,0
1,10/1/2025,21:50,0,75,44,0
1,10/1/2025,21:55,0,79,44,0
1,10/1/2025,22:00,0,79,44,0
1,10/1/2025,22:05,0,74,44,0
1,10/1/2025,22:10,0,78,45,0
1,10/1/2025,22:15,0,73,43,0
1,10/1/2025,22:20,0,77,45,0
1,10/1/2025,22:25,0,77,44,0
1,10/1/2025,22:30,0,76,44,0
1,10/1/2025,22:35,0,76,45,0
1,10/1/2025,22:40,0,75,45,0
1,10/1/2025,22:45,0,74,45,0
1,10/1/2025,22:50,0,74,45,0
1,10/2/2025,6:20,0,0,0,0
1,10/2/2025,6:25,0,0,0,0
1,10/2/2025,6:30,0,0,0,0
1,10/2/2025,6:35,0,0,0,0
1,10/2/2025,6:40,0,0,0,0
1,10/2/2025,6:50,1,0,0,0
1,10/2/2025,6:55,47,0,0,0
1,10/2/2025,7:00,0,0,0,0
1,10/2/2025,7:05,98,0,0,0
1,10/2/2025,7:10,112,0,0,0
1,10/2/2025,7:15,137,0,0,0
1,10/2/2025,7:20,158,0,0,0
1,10/2/2025,7:25,199,0,0,0
1,10/2/2025,7:30,241,0,0,0
1,10/2/2025,7:35,289,0,0,0
1,10/2/2025,7:45,339,0,0,0
1,10/2/2025,7:50,399,0,0,0
1,10/2/2025,7:55,455,0,0,0
1,10/2/2025,8:00,234,0,0,0
1,10/2/2025,8:05,439,0,357,0
1,10/2/2025,8:10,417,40,458,0
1,10/2/2025,8:15,430,65,481,0
1,10/2/2025,8:20,589,119,551,0
1,10/2/2025,8:25,574,4,575,0
1,10/2/2025,8:30,638,0,439,0
1,10/2/2025,8:35,598,35,620,0
1,10/2/2025,8:40,533,0,490,0
1,10/2/2025,8:45,608,59,662,0
1,10/2/2025,8:50,0,0,554,0
1,10/2/2025,8:55,1003,0,567,0
1,10/2/2025,9:00,974,0,672,0
1,10/2/2025,9:05,1128,0,693,0
1,10/2/2025,9:10,994,0,736,0
1,10/2/2025,9:15,887,602,1135,0
1,10/2/2025,9:20,924,136,1071,0
1,10/2/2025,9:25,943,151,1075,0
1,10/2/2025,9:30,883,281,1146,0
1,10/2/2025,9:35,858,110,945,0
1,10/2/2025,9:40,757,233,967,0
1,10/2/2025,9:45,555,592,1113,0
1,10/2/2025,9:50,462,663,1082,0
1,10/2/2025,9:55,646,335,962,0
1,10/2/2025,10:00,627,664,1281,0
1,10/2/2025,10:05,884,705,1490,0
1,10/2/2025,10:10,817,316,1106,0
1,10/2/2025,10:15,7,0,0,0
1,10/2/2025,10:20,4,0,0,0
1,10/2/2025,10:25,4,0,0,0
1,10/2/2025,10:30,4,0,0,0
1,10/2/2025,10:35,6,0,0,0
1,10/2/2025,10:40,3,0,0,0
1,10/2/2025,10:45,503,0,0,0
1,10/2/2025,10:50,606,0,0,0
1,10/2/2025,10:55,609,0,0,0
1,10/2/2025,11:00,536,0,0,0
1,10/2/2025,11:05,497,0,0,0
1,10/2/2025,11:10,397,0,0,0
1,10/2/2025,11:15,348,0,0,0
1,10/2/2025,11:20,288,0,0,0
1,10/2/2025,11:25,116.5,0,0,0
1,10/2/2025,11:30,212,0,0,0
1,10/2/2025,11:35,312,0,0,0
1,10/2/2025,11:40,413,0,0,0
1,10/2/2025,11:45,638,0,0,0
1,10/2/2025,11:50,618,0,0,0
1,10/2/2025,11:55,684,0,0,0
1,10/2/2025,12:00,682,0,0,0
1,10/2/2025,12:05,706,0,0,0
1,10/2/2025,12:10,696,0,0,0
1,10/2/2025,12:15,694,0,0,0
1,10/2/2025,12:20,692,0,0,0
1,10/2/2025,12:25,802,0,0,0
1,10/2/2025,12:30,907,0,0,0
1,10/2/2025,12:35,925,0,0,0
1,10/2/2025,12:40,1046,0,0,0
1,10/2/2025,12:45,1078,0,0,0
1,10/2/2025,12:50,1123,0,0,0
1,10/2/2025,12:55,1265,0,0,0
1,10/2/2025,13:00,1491,0,0,0
1,10/2/2025,13:05,1734,0,0,0
1,10/2/2025,13:10,2319,0,0,0
1,10/2/2025,13:15,2015,0,0,0
1,10/2/2025,13:20,2740,0,0,0
1,10/2/2025,13:25,3210,0,0,0
1,10/2/2025,13:30,2315,0,0,0
1,10/2/2025,13:35,1761,0,0,0
1,10/2/2025,13:40,1589,0,0,0
1,10/2/2025,13:45,1507,0,0,0
1,10/2/2025,13:50,1354,0,0,0
1,10/2/2025,13:55,1290,0,0,0
1,10/2/2025,14:00,1212,0,525,0
1,10/2/2025,14:05,1388,0,100,0
1,10/2/2025,14:10,1461,0,341,0
1,10/2/2025,14:15,1624,0,522,0
1,10/2/2025,14:20,1679,0,561,0
1,10/2/2025,14:25,1740,0,591,0
1,10/2/2025,14:30,2032,0,862,0
1,10/2/2025,14:35,2273,0,817,0
1,10/2/2025,14:40,1970,0,768,0
1,10/2/2025,14:45,1708,0,768,0
1,10/2/2025,14:50,1606,0,711,0
1,10/2/2025,14:55,1417,0,782,0
1,10/2/2025,15:00,1317,0,895,0
1,10/2/2025,15:05,1313,0,806,0
1,10/2/2025,15:10,1263,0,793,0
1,10/2/2025,15:15,1326,0,769,0
1,10/2/2025,15:20,1423,0,880,0
1,10/2/2025,15:25,1429,0,942,0
1,10/2/2025,15:30,1388,0,944,0
1,10/2/2025,15:35,1421,0,939,0
1,10/2/2025,15:40,1214,0,964,0
1,10/2/2025,15:45,1027,0,937,0
1,10/2/2025,15:50,927,116,983,0
1,10/2/2025,15:55,853,207,965,0
1,10/2/2025,16:00,785,386,1093,0
1,10/2/2025,16:05,805,380,1096,0
1,10/2/2025,16:10,804,380,1102,0
1,10/2/2025,16:15,743,401,1059,0
1,10/2/2025,16:20,673,490,1068,0
1,10/2/2025,16:25,730,479,1118,0
1,10/2/2025,16:30,762,453,1133,0
1,10/2/2025,16:35,838,379,1137,0
1,10/2/2025,16:40,592,605,1125,0
1,10/2/2025,16:45,808,400,1130,0
1,10/2/2025,16:50,679,421,1014,0
1,10/2/2025,16:55,541,563,1034,0
1,10/2/2025,17:00,386,725,1019,0
1,10/2/2025,17:05,376,761,1033,0
1,10/2/2025,17:10,352,751,1013,0
1,10/2/2025,17:15,310,777,988,0
1,10/2/2025,17:20,237,834,978,0
1,10/2/2025,17:25,169,823,904,0
1,10/2/2025,17:30,110,860,888,0
1,10/2/2025,17:35,173,797,890,0
1,10/2/2025,17:40,174,750,849,0
1,10/2/2025,17:45,144,781,847,0
1,10/2/2025,17:50,109,781,808,0
1,10/2/2025,17:55,70,896,871,0
1,10/2/2025,18:00,40,300,296,0
1,10/2/2025,18:05,30,126,105,0
1,10/2/2025,18:10,24,100,67,0
1,10/2/2025,18:15,13,110,66,0
1,10/2/2025,18:20,5,121,66,0
1,10/2/2025,18:25,1,126,66,0
1,10/2/2025,18:30,0,126,65,0
1,10/2/2025,18:35,1,121,64,0
1,10/2/2025,18:40,0,121,64,0
1,10/2/2025,18:45,0,126,64,0
1,10/2/2025,18:50,0,126,61,0
1,10/2/2025,18:55,0,121,63,0
1,10/2/2025,19:00,0,126,65,0
1,10/2/2025,19:05,0,121,62,0
1,10/2/2025,19:10,0,116,59,0
1,10/2/2025,19:15,0,116,59,0
1,10/2/2025,19:20,0,121,60,0
1,10/2/2025,19:25,0,121,63,0
1,10/2/2025,19:30,0,126,63,0
1,10/2/2025,19:35,0,121,58,0
1,10/2/2025,19:40,0,116,58,0
1,10/2/2025,19:45,0,121,62,0
1,10/2/2025,19:50,0,116,58,0
1,10/2/2025,19:55,0,105,48,0
1,10/2/2025,20:00,0,63,8,0
1,10/2/2025,20:05,0,63,5,0
1,10/2/2025,20:10,0,63,7,0
1,10/2/2025,20:15,0,63,7,0
1,10/2/2025,20:20,0,63,5,0
1,10/2/2025,20:25,0,63,6,0
1,10/2/2025,20:30,0,63,6,0
1,10/2/2025,20:35,0,63,6,0
1,10/2/2025,20:40,0,63,7,0
1,10/2/2025,20:45,0,63,6,0
1,10/2/2025,20:50,0,63,5,0
1,10/2/2025,20:55,0,29,2.5,0
1,10/2/2025,21:00,0,63,6,0
1,10/2/2025,21:05,0,63,8,0
1,10/2/2025,21:10,0,63,7,0
1,10/2/2025,21:15,0,63,6,0
1,10/2/2025,21:20,0,63,7,0
1,10/2/2025,21:25,0,63,6,0
1,10/2/2025,21:30,0,63,6,0
1,10/2/2025,21:35,0,63,5,0
1,10/2/2025,21:40,0,63,6,0
1,10/2/2025,21:45,0,63,4,0
1,10/2/2025,21:50,0,63,6,0
1,10/2/2025,21:55,0,63,6,0
1,10/2/2025,22:00,0,58,6,0
1,10/2/2025,22:05,0,63,7,0
1,10/2/2025,22:10,0,63,7,0
1,10/2/2025,22:15,0,63,7,0
1,10/2/2025,22:20,0,63,6,0
1,10/2/2025,22:25,0,63,6,0
1,10/2/2025,22:30,0,63,6,0
1,10/2/2025,22:35,0,63,5,0
1,10/2/2025,22:40,0,63,6,0
1,10/2/2025,22:45,0,63,6,0
1,10/2/2025,22:50,0,63,6,0
1,10/2/2025,22:55,0,63,5,0
1,10/2/2025,23:00,0,63,7,0
1,10/2/2025,23:05,0,63,6,0
1,10/2/2025,23:10,0,63,5,0
1,10/2/2025,23:15,0,63,6,0
1,10/2/2025,23:20,0,63,7,0
1,10/2/2025,23:25,0,63,6,0
1,10/2/2025,23:30,0,63,5,0
1,10/2/2025,23:35,0,63,5,0
1,10/2/2025,23:40,0,63,6,0
1,10/2/2025,23:45,0,63,5,0
1,10/2/2025,23:50,0,63,6,0
1,10/2/2025,23:55,0,63,6,0
1,10/3/2025,0:00,0,63,7,0
1,10/3/2025,0:05,0,63,7,0
1,10/3/2025,0:10,0,63,6,0
1,10/3/2025,0:15,0,63,5,0
1,10/3/2025,0:20,0,63,6,0
1,10/3/2025,0:25,0,63,6,0
1,10/3/2025,0:30,0,63,6,0
1,10/3/2025,0:35,0,63,6,0
1,10/3/2025,0:40,0,63,6,0
1,10/3/2025,0:45,0,63,7,0
1,10/3/2025,0:50,0,63,6,0
1,10/3/2025,0:55,0,63,5,0
1,10/3/2025,1:00,0,63,5,0
1,10/3/2025,1:05,0,63,5,0
1,10/3/2025,1:10,0,63,6,0
1,10/3/2025,1:15,0,57,6,0
1,10/3/2025,1:20,0,63,6,0
1,10/3/2025,1:25,0,57,6,0
1,10/3/2025,1:30,0,63,7,0
1,10/3/2025,1:35,0,63,6,0
1,10/3/2025,1:40,0,63,7,0
1,10/3/2025,1:45,0,63,5,0
1,10/3/2025,1:50,0,57,6,0
1,10/3/2025,1:55,0,63,5,0
1,10/3/2025,2:00,0,63,6,0
1,10/3/2025,2:05,0,63,5,0
1,10/3/2025,2:10,0,63,6,0
1,10/3/2025,2:15,0,63,4,0
1,10/3/2025,2:20,0,63,5,0
1,10/3/2025,2:25,0,63,6,0
1,10/3/2025,2:30,0,57,4,0
1,10/3/2025,2:35,0,57,6,0
1,10/3/2025,2:40,0,63,6,0
1,10/3/2025,2:45,0,57,5,0
1,10/3/2025,2:50,0,63,6,0
